age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
26,11.0,0,0.0,1,2020,1,1,2.0,28,1,42,3,-1,0,0.0,1
39,1.0,1,3.0,1,1241,2,1,1.0,5,6,138,2,-1,0,0.0,1
50,1.0,1,3.0,1,2629,2,1,2.0,15,7,59,4,-1,0,0.0,1
41,3.0,1,1.0,1,0,2,2,1.0,18,11,311,1,-1,0,0.0,1
32,1.0,1,3.0,1,1544,2,1,1.0,7,5,265,1,-1,0,0.0,1
42,1.0,1,2.0,1,1042,2,1,1.0,11,5,465,1,364,3,2.0,1
38,3.0,1,2.0,1,680,2,1,0.0,19,5,144,2,-1,0,0.0,1
29,6.0,0,2.0,1,2768,2,1,1.0,29,1,69,1,241,4,1.0,1
35,4.0,0,1.0,1,398,2,1,0.0,8,5,34,1,-1,0,0.0,1
56,7.0,1,2.0,1,144,1,1,1.0,6,8,184,2,-1,0,0.0,1
45,7.0,1,2.0,1,3638,2,2,0.0,3,6,313,7,-1,0,0.0,1
41,4.0,1,1.0,1,1820,2,1,2.0,21,11,25,3,-1,0,0.0,1
40,10.0,2,2.0,1,4328,1,1,1.0,20,8,133,2,-1,0,0.0,1
43,4.0,1,2.0,1,0,2,2,0.0,29,5,242,1,-1,0,0.0,1
41,4.0,1,1.0,1,96,2,2,1.0,17,4,165,3,-1,0,0.0,1
52,7.0,1,2.0,1,660,1,1,0.0,6,5,201,2,-1,0,0.0,1
46,7.0,1,2.0,1,74,2,1,0.0,15,5,101,4,-1,0,0.0,1
49,8.0,2,3.0,1,3293,1,1,1.0,8,3,111,3,585,6,2.0,1
36,11.0,0,2.0,1,624,1,1,1.0,5,2,518,2,8,1,2.0,1
53,6.0,2,2.0,1,-394,2,1,0.0,15,5,599,2,-1,0,0.0,1
47,9.0,1,2.0,1,1108,1,1,1.0,8,8,169,2,-1,0,0.0,1
49,4.0,1,1.0,1,1,1,2,1.0,5,2,98,1,210,1,2.0,1
50,6.0,1,2.0,1,0,1,1,1.0,4,8,86,4,-1,0,0.0,1
40,2.0,0,3.0,1,39,1,1,1.0,5,8,130,2,-1,0,0.0,1
36,4.0,1,2.0,1,1949,2,1,1.0,17,4,48,2,319,3,1.0,1
37,7.0,1,2.0,1,0,1,1,0.0,20,6,12,14,-1,0,0.0,1
48,10.0,1,2.0,1,3570,1,1,1.0,5,6,58,2,-1,0,0.0,1
36,4.0,1,2.0,1,1409,1,1,0.0,17,6,235,2,-1,0,0.0,1
34,1.0,1,3.0,1,1310,1,1,2.0,30,1,521,3,158,7,2.0,1
73,5.0,1,1.0,1,542,1,1,2.0,29,4,107,5,-1,0,0.0,1
36,2.0,1,2.0,1,146,2,2,0.0,15,5,284,2,-1,0,0.0,1
75,5.0,2,1.0,1,18,1,1,1.0,24,4,222,4,-1,0,0.0,1
40,4.0,1,2.0,1,632,1,1,1.0,5,2,611,2,-1,0,0.0,1
77,5.0,1,1.0,1,680,1,1,2.0,25,8,103,3,-1,0,0.0,1
35,4.0,1,2.0,1,876,2,1,1.0,20,4,318,1,-1,0,0.0,1
55,1.0,1,3.0,1,171,2,1,1.0,8,8,73,6,-1,0,0.0,1
35,4.0,1,1.0,1,767,2,1,0.0,16,5,1408,2,-1,0,0.0,1
32,1.0,0,3.0,2,-3,2,1,0.0,13,5,500,2,-1,0,0.0,1
39,4.0,1,2.0,2,-931,2,1,0.0,28,5,92,5,-1,0,0.0,1
35,2.0,1,2.0,1,688,1,1,1.0,14,8,137,2,-1,0,0.0,1
40,3.0,2,0.0,1,2418,2,2,0.0,2,6,181,16,-1,0,0.0,1
34,2.0,1,2.0,1,508,1,1,1.0,30,1,795,1,-1,0,0.0,1
32,4.0,1,2.0,1,-249,2,2,1.0,21,7,189,3,-1,0,0.0,1
30,6.0,0,3.0,1,5,1,2,1.0,11,7,58,1,-1,0,0.0,1
55,9.0,1,3.0,1,4809,2,1,1.0,21,11,223,2,186,3,2.0,1
44,4.0,0,2.0,1,641,1,1,0.0,15,5,257,1,-1,0,0.0,1
45,10.0,1,2.0,1,4068,1,1,1.0,30,9,314,1,41,1,3.0,1
39,6.0,1,2.0,1,1388,2,1,1.0,15,7,150,5,-1,0,0.0,1
36,8.0,1,3.0,1,16430,2,1,1.0,19,11,234,1,166,3,1.0,1
47,4.0,1,1.0,1,469,1,1,2.0,22,8,208,6,-1,0,0.0,1
42,1.0,1,3.0,1,744,1,1,0.0,6,5,157,1,-1,0,0.0,1
28,6.0,1,2.0,1,22,2,2,1.0,14,5,523,2,-1,0,0.0,1
45,5.0,2,2.0,1,1735,1,2,0.0,17,6,306,1,-1,0,0.0,1
36,6.0,1,3.0,1,1145,2,1,1.0,29,3,198,2,181,3,1.0,1
53,2.0,1,1.0,1,311,1,1,2.0,28,1,82,3,-1,0,0.0,1
35,8.0,1,3.0,1,7990,2,1,1.0,4,2,357,1,-1,0,0.0,1
50,8.0,1,2.0,1,111,1,1,1.0,11,8,277,3,-1,0,0.0,1
38,3.0,1,2.0,1,157,1,2,1.0,15,5,57,11,366,1,2.0,1
36,4.0,2,2.0,1,625,2,1,0.0,21,5,265,2,-1,0,0.0,1
46,6.0,1,2.0,1,466,2,1,1.0,29,1,169,1,-1,0,0.0,1
36,1.0,1,3.0,1,549,2,1,1.0,18,11,72,2,-1,0,0.0,1
72,5.0,1,2.0,1,676,1,1,1.0,25,8,188,3,-1,0,0.0,1
35,1.0,1,3.0,1,1383,1,1,1.0,12,8,143,2,-1,0,0.0,1
34,8.0,1,3.0,1,263,1,1,1.0,4,5,203,1,78,8,2.0,1
42,4.0,1,2.0,1,4900,2,1,2.0,11,5,231,1,284,2,1.0,1
36,4.0,0,0.0,1,185,2,2,1.0,17,4,301,2,-1,0,0.0,1
34,4.0,1,2.0,1,250,2,1,0.0,29,5,193,6,-1,0,0.0,1
52,2.0,1,2.0,1,470,1,1,1.0,27,8,60,8,-1,0,0.0,1
36,4.0,1,2.0,1,2357,2,1,0.0,17,6,228,2,-1,0,0.0,1
52,7.0,1,2.0,1,91,2,1,0.0,5,6,175,4,-1,0,0.0,1
35,8.0,0,3.0,1,0,2,2,1.0,18,5,185,1,-1,0,0.0,1
46,4.0,2,1.0,2,-17,1,2,1.0,4,2,81,2,-1,0,0.0,1
48,4.0,1,2.0,1,238,2,2,1.0,2,6,118,2,81,1,3.0,1
32,6.0,2,2.0,1,714,1,1,1.0,2,2,221,1,-1,0,0.0,1
46,8.0,1,1.0,1,2295,2,1,0.0,11,6,138,1,-1,0,0.0,1
34,2.0,1,2.0,1,5266,1,1,1.0,8,8,140,4,-1,0,0.0,1
32,4.0,1,2.0,1,883,2,2,0.0,30,5,59,1,-1,0,0.0,1
30,2.0,1,2.0,1,-280,2,1,1.0,17,4,609,2,266,2,1.0,1
40,7.0,1,2.0,1,22,2,2,2.0,9,7,145,2,-1,0,0.0,1
30,6.0,0,3.0,1,2351,1,2,1.0,28,7,91,13,-1,0,0.0,1
41,4.0,0,0.0,1,961,2,1,0.0,29,5,117,1,-1,0,0.0,1
56,1.0,2,3.0,1,982,1,1,0.0,5,6,152,1,-1,0,0.0,1
32,6.0,1,2.0,1,0,2,1,1.0,16,7,524,4,-1,0,0.0,1
38,4.0,1,1.0,1,0,2,1,0.0,8,5,732,2,-1,0,0.0,1
39,1.0,1,3.0,1,947,1,1,1.0,8,8,124,2,-1,0,0.0,1
38,8.0,2,2.0,1,0,1,1,0.0,6,6,261,2,-1,0,0.0,1
52,4.0,1,2.0,1,555,2,1,1.0,12,5,314,2,-1,0,0.0,1
34,1.0,2,3.0,1,140,1,1,1.0,22,8,80,4,-1,0,0.0,1
43,4.0,1,2.0,1,597,2,1,1.0,2,2,87,1,263,1,1.0,1
41,1.0,1,3.0,1,1254,1,1,1.0,4,8,272,1,-1,0,0.0,1
25,4.0,1,2.0,1,2307,2,1,1.0,31,7,104,5,-1,0,0.0,1
59,4.0,1,1.0,1,460,1,1,1.0,5,8,224,1,-1,0,0.0,1
25,7.0,0,2.0,1,79,1,2,1.0,21,7,24,28,-1,0,0.0,1
38,2.0,0,3.0,1,0,1,1,1.0,6,8,89,2,-1,0,0.0,1
34,6.0,1,3.0,1,35,2,1,1.0,7,8,88,2,-1,0,0.0,1
47,10.0,1,1.0,1,0,1,1,1.0,10,8,1225,2,-1,0,0.0,1
49,2.0,2,3.0,1,0,1,1,1.0,19,8,68,2,-1,0,0.0,1
60,5.0,1,2.0,1,1339,1,2,1.0,22,7,137,1,-1,0,0.0,1
26,7.0,0,2.0,1,-224,2,2,0.0,3,6,189,1,-1,0,0.0,1
35,6.0,0,2.0,1,0,1,2,1.0,7,7,480,1,-1,0,0.0,1
35,2.0,0,2.0,1,5059,1,2,1.0,7,8,115,2,-1,0,0.0,1
45,6.0,1,2.0,1,137,2,1,0.0,14,5,427,1,-1,0,0.0,1
39,7.0,2,2.0,1,892,2,1,1.0,20,11,34,1,171,1,1.0,1
34,1.0,0,3.0,1,1049,2,1,1.0,17,11,101,2,129,1,1.0,1
42,2.0,1,3.0,1,644,2,1,0.0,7,5,19,1,-1,0,0.0,1
39,1.0,1,3.0,1,-409,2,1,1.0,29,7,590,23,-1,0,0.0,1
29,2.0,1,3.0,1,1535,2,1,1.0,17,7,134,2,-1,0,0.0,1
30,8.0,0,3.0,1,800,1,1,0.0,6,5,95,2,-1,0,0.0,1
39,4.0,0,2.0,1,277,2,1,0.0,3,6,20,8,-1,0,0.0,1
40,4.0,1,2.0,1,95,1,2,0.0,20,6,61,4,-1,0,0.0,1
43,6.0,1,0.0,1,350,1,1,0.0,6,5,437,1,-1,0,0.0,1
33,2.0,0,3.0,1,8097,1,2,1.0,21,8,500,2,-1,0,0.0,1
39,1.0,1,1.0,1,0,1,1,0.0,11,6,308,7,-1,0,0.0,1
32,1.0,0,3.0,1,1613,1,1,1.0,21,11,24,5,-1,0,0.0,1
46,1.0,1,3.0,1,39,2,2,1.0,21,11,64,1,-1,0,0.0,1
52,3.0,1,1.0,1,657,1,1,2.0,7,12,91,2,217,1,2.0,1
59,10.0,1,1.0,1,1071,1,1,0.0,19,6,140,1,-1,0,0.0,1
31,4.0,0,2.0,1,-745,2,1,0.0,13,5,227,1,-1,0,0.0,1
29,6.0,0,2.0,1,543,2,2,1.0,18,5,166,1,349,5,2.0,1
45,7.0,1,1.0,1,132,1,1,1.0,14,7,179,2,-1,0,0.0,1
24,2.0,0,2.0,1,81,2,1,1.0,18,5,333,1,-1,0,0.0,1
53,3.0,2,3.0,1,196,2,1,0.0,16,6,178,7,-1,0,0.0,1
33,2.0,0,2.0,1,3806,2,1,1.0,8,5,95,3,-1,0,0.0,1
33,3.0,1,1.0,1,2339,2,2,1.0,20,11,220,1,-1,0,0.0,1
42,4.0,0,1.0,1,1628,2,1,1.0,5,2,119,1,195,8,3.0,1
39,4.0,1,2.0,1,284,2,2,1.0,17,4,1426,2,318,6,1.0,1
46,6.0,1,2.0,1,15,1,1,2.0,3,6,218,5,-1,0,0.0,1
31,7.0,0,3.0,1,1025,1,1,1.0,29,1,93,1,254,3,1.0,1
34,2.0,2,2.0,1,347,1,1,1.0,29,8,15,14,-1,0,0.0,1
32,6.0,1,2.0,1,342,1,1,1.0,29,1,179,1,-1,0,0.0,1
34,6.0,1,2.0,1,2,2,1,1.0,25,7,137,11,-1,0,0.0,1
70,5.0,1,2.0,1,616,1,1,1.0,27,4,149,2,182,1,1.0,1
35,4.0,0,2.0,1,448,1,2,1.0,20,11,1031,6,-1,0,0.0,1
35,6.0,1,2.0,1,214,2,2,0.0,5,6,247,1,-1,0,0.0,1
42,9.0,2,1.0,1,148,2,1,1.0,4,2,102,1,-1,0,0.0,1
36,7.0,0,2.0,1,590,2,1,1.0,12,5,170,3,-1,0,0.0,1
50,4.0,1,1.0,1,-454,2,1,2.0,25,7,241,1,-1,0,0.0,1
51,2.0,2,2.0,1,1,2,1,0.0,5,6,290,1,-1,0,0.0,1
51,2.0,1,2.0,1,58,2,1,1.0,11,7,128,2,-1,0,0.0,1
41,4.0,1,1.0,1,3140,2,1,0.0,13,5,87,9,-1,0,0.0,1
51,2.0,1,2.0,1,2242,1,1,1.0,18,8,498,3,-1,0,0.0,1
35,2.0,0,2.0,1,-196,2,1,1.0,18,5,45,2,-1,0,0.0,1
52,6.0,1,2.0,1,-462,2,1,1.0,9,2,172,5,-1,0,0.0,1
41,1.0,1,1.0,1,-4,2,2,0.0,13,5,181,3,-1,0,0.0,1
30,1.0,1,3.0,1,2451,2,1,1.0,19,11,191,2,175,1,1.0,1
29,2.0,1,2.0,1,0,1,1,0.0,12,5,33,2,-1,0,0.0,1
35,7.0,1,3.0,1,0,2,1,0.0,2,6,312,2,-1,0,0.0,1
44,7.0,1,2.0,1,742,1,1,2.0,30,7,77,5,-1,0,0.0,1
35,2.0,1,2.0,1,-499,2,1,1.0,28,7,488,4,-1,0,0.0,1
32,1.0,0,3.0,1,752,2,1,1.0,15,7,256,5,-1,0,0.0,1
29,6.0,1,1.0,1,624,2,1,0.0,12,5,246,1,-1,0,0.0,1
52,4.0,1,1.0,1,967,1,1,1.0,29,1,153,2,-1,0,0.0,1
38,4.0,1,2.0,1,530,2,1,1.0,20,4,59,3,-1,0,0.0,1
58,5.0,1,1.0,1,235,2,1,0.0,5,5,167,1,-1,0,0.0,1
28,4.0,1,2.0,1,8,2,1,1.0,15,5,196,1,-1,0,0.0,1
35,4.0,0,1.0,1,1284,2,1,2.0,14,5,13,5,-1,0,0.0,1
42,4.0,1,2.0,1,117,2,1,0.0,9,5,147,1,-1,0,0.0,1
27,2.0,1,2.0,1,31,1,1,1.0,13,5,136,2,-1,0,0.0,1
37,1.0,1,3.0,1,2364,1,1,2.0,18,7,662,4,-1,0,0.0,1
33,6.0,1,2.0,1,471,2,1,0.0,2,6,214,2,-1,0,0.0,1
48,8.0,1,2.0,1,-817,2,1,1.0,11,7,175,1,-1,0,0.0,1
52,2.0,1,3.0,1,1785,1,1,1.0,10,11,133,3,89,1,1.0,1
42,6.0,0,1.0,1,629,2,1,0.0,29,5,164,3,-1,0,0.0,1
27,1.0,0,3.0,1,1623,1,1,1.0,9,12,161,1,190,1,3.0,1
33,6.0,1,2.0,1,7,2,1,1.0,17,4,612,1,148,1,1.0,1
29,2.0,1,2.0,1,492,2,1,1.0,9,7,259,1,-1,0,0.0,1
51,3.0,1,3.0,1,5403,1,1,0.0,6,6,42,1,-1,0,0.0,1
28,2.0,0,2.0,1,216,2,1,0.0,13,5,66,1,-1,0,0.0,1
27,9.0,0,2.0,1,0,2,1,1.0,21,7,53,6,-1,0,0.0,1
31,7.0,2,2.0,1,1222,2,1,0.0,20,5,532,1,-1,0,0.0,1
39,6.0,1,2.0,1,201,2,1,1.0,13,4,263,3,-1,0,0.0,1
32,6.0,1,3.0,1,233,2,1,1.0,2,4,77,2,133,4,1.0,1
32,4.0,0,2.0,1,706,2,1,0.0,20,5,152,1,-1,0,0.0,1
40,1.0,1,3.0,1,194,1,2,1.0,29,8,189,2,-1,0,0.0,1
53,9.0,1,1.0,1,142,1,1,1.0,30,4,168,2,-1,0,0.0,1
53,4.0,1,2.0,1,1103,2,2,0.0,30,5,163,4,-1,0,0.0,1
31,6.0,1,2.0,1,439,1,1,0.0,28,5,233,4,-1,0,0.0,1
28,2.0,0,3.0,1,183,2,2,0.0,28,5,62,2,-1,0,0.0,1
40,4.0,0,0.0,1,4370,2,1,0.0,14,5,232,2,-1,0,0.0,1
35,6.0,1,2.0,1,348,2,2,1.0,15,7,323,3,-1,0,0.0,1
31,1.0,0,3.0,1,86,1,1,1.0,12,8,150,4,-1,0,0.0,1
46,1.0,2,3.0,1,25,1,1,0.0,17,6,564,2,-1,0,0.0,1
26,8.0,2,2.0,1,165,2,1,1.0,29,7,162,4,-1,0,0.0,1
30,6.0,2,2.0,1,1320,2,2,1.0,5,5,122,3,362,1,1.0,1
30,1.0,1,3.0,1,350,1,1,1.0,29,1,328,2,-1,0,0.0,1
30,2.0,1,3.0,1,1103,2,2,1.0,29,7,148,15,-1,0,0.0,1
44,4.0,1,2.0,1,1025,2,1,1.0,21,12,116,2,202,1,1.0,1
43,2.0,1,2.0,1,0,2,2,1.0,4,2,539,8,204,5,1.0,1
52,2.0,1,0.0,1,2709,2,1,2.0,9,2,48,7,-1,0,0.0,1
30,8.0,1,3.0,1,1596,2,1,1.0,19,8,195,2,-1,0,0.0,1
58,1.0,1,3.0,1,1394,1,1,1.0,17,8,628,1,83,1,2.0,1
37,2.0,0,3.0,1,1661,1,1,1.0,19,8,199,5,-1,0,0.0,1
33,7.0,1,2.0,1,0,2,1,1.0,14,7,163,2,-1,0,0.0,1
39,4.0,1,2.0,1,94,2,2,1.0,19,11,181,1,-1,0,0.0,1
60,5.0,2,2.0,1,0,1,1,1.0,18,7,91,10,-1,0,0.0,1
74,5.0,1,1.0,1,2894,1,1,2.0,1,9,97,5,204,2,2.0,1
84,5.0,1,1.0,1,1791,1,1,2.0,30,10,62,3,-1,0,0.0,1
39,1.0,0,2.0,1,-490,1,2,1.0,21,11,141,2,-1,0,0.0,1
37,0.0,1,1.0,1,808,1,1,0.0,5,6,228,2,-1,0,0.0,1
50,4.0,0,2.0,1,708,2,1,0.0,15,5,104,1,-1,0,0.0,1
51,6.0,2,2.0,1,115,2,2,0.0,8,5,136,1,-1,0,0.0,1
26,2.0,0,2.0,1,2087,1,1,0.0,8,5,151,1,-1,0,0.0,1
43,4.0,2,2.0,1,47,2,2,1.0,13,5,163,2,370,1,1.0,1
32,2.0,0,3.0,1,360,1,1,1.0,19,11,164,2,-1,0,0.0,1
38,4.0,1,1.0,1,7944,1,1,0.0,17,6,116,3,-1,0,0.0,1
41,4.0,1,2.0,1,641,2,1,0.0,13,5,161,1,-1,0,0.0,1
37,1.0,1,3.0,1,355,1,1,1.0,4,8,340,1,-1,0,0.0,1
39,4.0,0,1.0,1,-100,2,1,1.0,14,5,159,1,358,2,1.0,1
47,2.0,1,2.0,1,-149,1,2,0.0,3,7,504,1,-1,0,0.0,1
33,1.0,0,3.0,1,3770,1,1,1.0,28,1,757,2,-1,0,0.0,1
48,7.0,1,2.0,1,51,2,2,1.0,2,2,90,1,262,1,1.0,1
34,6.0,1,2.0,1,255,1,2,2.0,17,7,344,10,-1,0,0.0,1
57,6.0,2,1.0,1,987,1,1,0.0,16,6,295,2,-1,0,0.0,1
46,4.0,1,2.0,2,-319,1,2,1.0,10,7,502,2,-1,0,0.0,1
26,6.0,0,2.0,1,0,2,1,1.0,13,5,204,3,-1,0,0.0,1
30,7.0,0,2.0,1,117,1,1,1.0,28,1,135,1,-1,0,0.0,1
30,2.0,1,3.0,1,2283,1,1,1.0,7,8,74,2,-1,0,0.0,1
44,7.0,1,2.0,1,-618,1,2,0.0,27,6,198,2,-1,0,0.0,1
25,7.0,0,2.0,1,199,1,1,1.0,15,2,101,2,-1,0,0.0,1
30,2.0,0,2.0,1,710,1,1,1.0,14,8,306,8,-1,0,0.0,1
59,2.0,1,2.0,1,925,2,1,2.0,10,7,96,1,-1,0,0.0,1
46,2.0,1,2.0,1,329,2,1,1.0,20,4,78,1,-1,0,0.0,1
46,4.0,1,1.0,1,147,2,1,1.0,6,5,116,2,169,3,1.0,1
23,4.0,0,1.0,1,8627,2,1,0.0,3,6,281,1,-1,0,0.0,1
43,2.0,1,2.0,1,1650,1,1,1.0,4,2,154,1,-1,0,0.0,1
41,4.0,1,1.0,1,0,2,2,0.0,6,5,238,1,-1,0,0.0,1
40,9.0,2,2.0,1,452,1,1,1.0,20,11,98,1,-1,0,0.0,1
25,4.0,0,1.0,1,147,2,1,1.0,20,4,59,2,322,2,1.0,1
39,1.0,0,3.0,1,86,2,1,1.0,21,8,140,4,-1,0,0.0,1
32,4.0,0,2.0,1,228,1,1,2.0,5,2,176,1,288,3,1.0,1
39,4.0,1,2.0,1,0,2,1,1.0,15,7,103,4,-1,0,0.0,1
34,4.0,1,2.0,1,577,1,1,0.0,14,5,337,1,-1,0,0.0,1
34,7.0,1,2.0,1,0,2,1,1.0,21,4,95,1,-1,0,0.0,1
64,1.0,1,1.0,1,0,2,1,1.0,16,2,65,1,-1,0,0.0,1
46,6.0,2,2.0,1,660,2,1,1.0,29,1,1026,1,259,2,1.0,1
46,1.0,0,2.0,1,295,2,1,0.0,23,5,141,6,-1,0,0.0,1
50,9.0,1,2.0,1,49,2,1,1.0,21,7,237,1,-1,0,0.0,1
36,2.0,1,2.0,1,-342,2,1,1.0,28,7,170,3,-1,0,0.0,1
27,10.0,1,1.0,1,275,2,1,1.0,14,5,196,2,-1,0,0.0,1
59,6.0,1,2.0,1,1675,1,2,1.0,7,8,113,2,-1,0,0.0,1
50,4.0,1,2.0,1,6288,1,1,1.0,28,8,20,14,-1,0,0.0,1
41,7.0,1,2.0,1,205,2,1,0.0,8,5,91,1,-1,0,0.0,1
44,1.0,1,3.0,1,0,2,1,1.0,20,8,141,3,-1,0,0.0,1
52,2.0,2,1.0,1,1500,1,1,0.0,15,5,148,3,-1,0,0.0,1
57,3.0,1,3.0,1,958,1,1,0.0,6,6,250,2,-1,0,0.0,1
30,4.0,0,2.0,1,0,2,1,0.0,5,5,5,2,-1,0,0.0,1
32,1.0,0,3.0,1,3050,2,1,0.0,23,5,298,1,-1,0,0.0,1
24,4.0,0,2.0,1,327,2,1,0.0,28,5,333,2,-1,0,0.0,1
48,1.0,0,3.0,1,648,2,1,1.0,31,7,462,2,-1,0,0.0,1
43,6.0,2,2.0,1,57,1,1,0.0,11,6,46,1,-1,0,0.0,1
38,4.0,1,2.0,1,757,2,1,0.0,6,5,133,1,-1,0,0.0,1
44,4.0,1,1.0,1,-14,2,2,0.0,19,5,179,4,-1,0,0.0,1
45,6.0,1,2.0,1,171,2,1,0.0,12,5,539,1,-1,0,0.0,1
52,6.0,1,2.0,1,5122,1,2,1.0,7,8,218,7,-1,0,0.0,1
59,5.0,1,1.0,1,474,1,1,1.0,13,8,139,3,-1,0,0.0,1
56,6.0,1,2.0,1,3554,1,1,1.0,3,6,151,1,-1,0,0.0,1
26,7.0,1,2.0,1,-16,2,1,1.0,24,7,1036,1,-1,0,0.0,1
42,2.0,0,3.0,1,24,1,1,1.0,8,7,262,1,-1,0,0.0,1
37,6.0,0,2.0,1,-332,2,1,0.0,23,5,284,2,-1,0,0.0,1
52,6.0,1,2.0,1,70,2,1,0.0,3,6,68,2,-1,0,0.0,1
32,6.0,1,2.0,1,0,1,1,1.0,16,7,141,7,-1,0,0.0,1
27,9.0,0,2.0,1,1972,1,1,1.0,6,4,97,1,-1,0,0.0,1
29,4.0,2,0.0,1,17,2,1,0.0,13,5,31,2,-1,0,0.0,1
54,4.0,1,2.0,1,143,2,1,1.0,12,5,278,2,309,5,1.0,1
48,2.0,1,0.0,1,5176,1,1,1.0,29,7,162,2,-1,0,0.0,1
54,8.0,1,3.0,1,368,1,1,2.0,31,7,7,4,-1,0,0.0,1
35,4.0,1,2.0,1,807,2,1,0.0,29,5,1185,3,-1,0,0.0,1
33,8.0,1,2.0,1,47,1,1,1.0,19,8,168,2,-1,0,0.0,1
59,5.0,1,3.0,1,2512,1,1,1.0,29,7,167,4,-1,0,0.0,1
25,8.0,0,3.0,1,557,1,1,2.0,5,8,813,2,-1,0,0.0,1
55,4.0,1,2.0,1,1358,1,1,1.0,8,4,149,1,-1,0,0.0,1
32,6.0,0,2.0,1,294,2,1,0.0,28,5,97,2,-1,0,0.0,1
53,5.0,2,1.0,1,-24,1,2,1.0,14,7,319,3,-1,0,0.0,1
55,1.0,2,3.0,1,277,1,1,1.0,12,8,101,3,-1,0,0.0,1
59,10.0,1,1.0,1,235,1,1,1.0,13,8,119,2,-1,0,0.0,1
53,1.0,1,1.0,1,-139,1,1,1.0,9,7,328,3,-1,0,0.0,1
28,2.0,0,2.0,1,525,1,1,1.0,3,2,176,2,-1,0,0.0,1
50,4.0,1,1.0,1,4121,2,2,1.0,20,4,184,2,151,1,1.0,1
55,6.0,1,2.0,1,1102,2,1,1.0,20,11,195,1,189,2,1.0,1
28,4.0,0,2.0,1,0,1,2,1.0,31,7,11,21,-1,0,0.0,1
30,4.0,0,2.0,1,144,2,1,0.0,21,5,202,3,-1,0,0.0,1
30,2.0,0,3.0,1,2832,1,1,1.0,18,8,350,6,-1,0,0.0,1
54,4.0,1,1.0,1,7073,1,1,1.0,26,8,479,6,-1,0,0.0,1
39,3.0,1,1.0,1,13930,2,1,1.0,25,7,337,2,-1,0,0.0,1
31,4.0,0,2.0,1,17,2,1,1.0,12,5,296,1,-1,0,0.0,1
38,2.0,1,2.0,1,2000,2,1,1.0,7,5,198,2,-1,0,0.0,1
52,2.0,1,0.0,1,7,1,1,0.0,6,5,203,2,-1,0,0.0,1
34,4.0,1,2.0,1,1650,2,2,2.0,22,7,351,11,-1,0,0.0,1
42,4.0,1,1.0,1,-181,2,1,0.0,15,5,297,3,-1,0,0.0,1
43,4.0,2,1.0,1,-57,2,1,0.0,16,5,221,2,-1,0,0.0,1
30,11.0,0,0.0,1,809,1,1,0.0,2,6,91,2,-1,0,0.0,1
28,6.0,1,2.0,1,172,2,1,1.0,29,1,282,1,248,2,2.0,1
45,4.0,1,2.0,1,1778,2,1,1.0,4,2,41,1,251,5,1.0,1
45,4.0,1,2.0,1,-149,2,1,0.0,15,5,644,2,-1,0,0.0,1
35,2.0,2,2.0,1,-94,2,1,0.0,26,5,114,2,-1,0,0.0,1
31,7.0,2,2.0,1,62,2,1,1.0,12,5,56,3,351,3,2.0,1
39,2.0,1,2.0,1,49,2,1,1.0,20,8,379,4,-1,0,0.0,1
56,7.0,1,0.0,1,628,1,1,1.0,29,8,96,2,-1,0,0.0,1
54,2.0,1,2.0,1,0,2,1,2.0,12,5,11,6,-1,0,0.0,1
37,9.0,0,2.0,1,1354,2,1,0.0,4,6,207,4,-1,0,0.0,1
22,7.0,1,2.0,1,83,2,1,0.0,13,5,101,1,-1,0,0.0,1
41,4.0,1,1.0,1,3658,2,1,1.0,9,4,268,1,330,1,1.0,1
35,1.0,1,3.0,1,482,1,1,0.0,6,6,129,2,-1,0,0.0,1
51,6.0,0,2.0,1,3132,1,1,2.0,5,11,449,1,176,1,1.0,1
52,6.0,1,2.0,1,422,1,1,0.0,19,6,559,1,-1,0,0.0,1
51,4.0,2,1.0,1,1236,2,1,1.0,10,7,613,1,-1,0,0.0,1
40,2.0,1,2.0,1,17,1,1,2.0,17,11,192,1,-1,0,0.0,1
54,4.0,1,2.0,1,466,1,1,1.0,29,8,436,4,-1,0,0.0,1
36,3.0,2,3.0,1,299,2,1,1.0,18,11,583,2,-1,0,0.0,1
33,4.0,0,2.0,1,-14,2,1,1.0,14,5,223,2,-1,0,0.0,1
39,7.0,1,2.0,1,823,2,2,1.0,28,7,780,2,-1,0,0.0,1
38,6.0,0,2.0,1,77,1,1,1.0,20,11,441,4,-1,0,0.0,1
57,2.0,2,2.0,1,77,2,2,1.0,29,1,168,3,246,2,1.0,1
62,1.0,1,3.0,1,10373,1,1,1.0,17,11,140,3,97,3,1.0,1
45,3.0,2,2.0,1,44,1,2,1.0,30,1,250,2,2,1,2.0,1
28,7.0,2,2.0,1,356,1,1,1.0,28,1,296,1,-1,0,0.0,1
53,4.0,1,1.0,1,436,2,1,0.0,29,5,154,1,-1,0,0.0,1
47,10.0,1,2.0,1,3940,2,1,1.0,30,4,211,1,87,1,2.0,1
59,1.0,1,3.0,1,1857,1,1,1.0,29,1,386,1,168,4,1.0,1
32,6.0,0,2.0,1,2817,2,1,1.0,21,11,195,1,-1,0,0.0,1
38,7.0,1,2.0,1,434,2,1,0.0,20,5,411,1,-1,0,0.0,1
54,5.0,0,2.0,1,515,2,1,1.0,6,2,115,2,234,1,1.0,1
